news_id,date,stock,name,sector,language,headline,content,event_type,true_label
N001145,2026-06-10,UNILEVER,Unilever Consumer Care,Consumer,en,Unilever Consumer Care cleared by ACC in corruption probe,Unilever Consumer Care secured Bangladesh Bank approval to launch a new product in the consumer segment. The clearance comes after a year-long review process and the company plans a phased rollout beginning next month.,regulatory,positive
N000771,2022-07-15,BSCCL,Bangladesh Submarine Cable Company,Telecom,bn,Bangladesh Submarine Cable Company দুটি কারখানা বন্ধ করেছে,Bangladesh Submarine Cable Company দুটি কারখানা বন্ধ করেছে,expansion,negative
N000922,2013-01-31,SUMITPOWER,Summit Power International,Power,en,Summit Power International declares 10% cash dividend for shareholders,"The board of Summit Power International has recommended a 35% cash dividend for shareholders for the just-ended financial year, citing strong reserves and steady cash flow. The record date has been set and approval will be sought at the upcoming AGM.",dividend,positive
N000596,2021-08-27,RENATA,Renata Limited,Pharma,en,Renata Limited board approves financial statements,"Renata Limited is scheduled to release its Q4 financial results next week. The board has approved the financial statements for submission to the regulator and a press release will follow, the company secretary said.",earnings,neutral
N001559,2025-06-12,DSEX,DSE Broad Index,Index,en,Audit flags irregularities at DSE Broad Index,"DSE Broad Index swung to a loss in Q1 as rising input costs and weaker demand eroded margins. Revenue fell 22% year-on-year and operating expenses climbed, prompting management to defer expansion plans and review costs.",earnings,negative
N000276,2026-06-26,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,bn,Islami Bank Bangladesh PLC বিশেষ লভ্যাংশ ঘোষণা করেছে,Islami Bank Bangladesh PLC বিশেষ লভ্যাংশ ঘোষণা করেছে,dividend,positive
N001556,2022-01-27,DSEX,DSE Broad Index,Index,bn,DSE Broad Index এর বিরুদ্ধে অভ্যন্তরীণ বাণিজ্যের তদন্ত,DSE Broad Index এর বিরুদ্ধে অভ্যন্তরীণ বাণিজ্যের তদন্ত,scandal,negative
N000861,2011-06-03,POWERGRID,Power Grid Company of Bangladesh,Power,en,Bangladesh Bank holds policy rate at 20%,"Bangladesh Bank kept its policy rate unchanged at 22% in its latest monetary policy statement. The central bank struck a balanced tone, citing both inflation risks and the need to support growth.",macro,neutral
N000453,2026-05-18,SIBL,Social Islami Bank Limited,Bank,en,Social Islami Bank Limited cuts dividend by 18% to preserve capital,"Social Islami Bank Limited will not declare a dividend this year, the board announced, citing a 12% decline in profitability and the need to preserve capital. Shareholders reacted cautiously and the stock slipped on the news.",dividend,negative
N001062,2024-07-19,MARICO,Marico Bangladesh Limited,Consumer,bn,Marico Bangladesh Limited লভ্যাংশের রেকর্ড তারিখ নির্ধারণ করেছে,Marico Bangladesh Limited লভ্যাংশের রেকর্ড তারিখ নির্ধারণ করেছে,dividend,neutral
N001238,2020-05-15,WALTONHIL,Walton Hi-Tech Industries,Electronics,bn,ডিএসইএক্স 400 ছাড়িয়েছে,ডিএসইএক্স 400 ছাড়িয়েছে,macro,positive
N000619,2023-04-27,ACI,ACI Limited,Pharma,en,BSEC suspends trading of ACI Limited for 10 days,BSEC has suspended trading of ACI Limited for 10 days following a probe into compliance breaches. The regulator said the action is aimed at protecting investor interest until the matter is resolved.,regulatory,negative
N000650,2012-05-09,ACI,ACI Limited,Pharma,en,BSEC issues new disclosure rules affecting ACI Limited,BSEC has issued new disclosure rules that will affect how ACI Limited reports quarterly results. The company said it is reviewing the guidelines and will ensure full compliance within the stipulated timeline.,regulatory,neutral
N000642,2025-05-28,ACI,ACI Limited,Pharma,bn,ACI Limited মূলধন সংরক্ষণে লভ্যাংশ 30% কমিয়েছে,ACI Limited মূলধন সংরক্ষণে লভ্যাংশ 30% কমিয়েছে,dividend,negative
N001344,2010-12-31,TITASGAS,Titas Gas Transmission,Gas,bn,Titas Gas Transmission বৈদেশিক মুদ্রা লঙ্ঘনের তদন্তে,Titas Gas Transmission বৈদেশিক মুদ্রা লঙ্ঘনের তদন্তে,regulatory,negative
N000670,2020-07-11,BEXPHARMA,BEXIMCO Pharmaceuticals,Pharma,en,BEXIMCO Pharmaceuticals announces special dividend on strong reserves,"The board of BEXIMCO Pharmaceuticals has recommended a 18% cash dividend for shareholders for the just-ended financial year, citing strong reserves and steady cash flow. The record date has been set and approval will be sought at the upcoming AGM.",dividend,positive
N000392,2026-04-02,NCCBANK,National Credit & Commerce Bank,Bank,bn,National Credit & Commerce Bank বিশেষ লভ্যাংশ ঘোষণা করেছে,National Credit & Commerce Bank বিশেষ লভ্যাংশ ঘোষণা করেছে,dividend,positive
N001466,2015-09-02,DSEX,DSE Broad Index,Index,en,DSE Broad Index sets record date for dividend,"DSE Broad Index has set the record date for entitlement to the recently declared dividend. Shareholders holding shares on the record date will be eligible for the payout, the company said in a regulatory filing.",dividend,neutral
N000764,2020-10-23,BSCCL,Bangladesh Submarine Cable Company,Telecom,en,Bangladesh Submarine Cable Company auditors resign over accounting concerns,The Bangladesh Submarine Cable Company CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N001262,2015-07-10,BEXIMCO,BEXIMCO Limited,Conglomerate,en,BEXIMCO Limited faces tax evasion charges,The BEXIMCO Limited CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000969,2012-01-27,HEIDELBCEM,Heidelberg Cement Bangladesh,Cement,en,Heidelberg Cement Bangladesh Q2 profit slumps 12% as costs soar,"Heidelberg Cement Bangladesh swung to a loss in Q2 as rising input costs and weaker demand eroded margins. Revenue fell 10% year-on-year and operating expenses climbed, prompting management to defer expansion plans and review costs.",earnings,negative
N000598,2012-04-06,RENATA,Renata Limited,Pharma,en,BSEC suspends trading of Renata Limited for 3 days,BSEC has suspended trading of Renata Limited for 2 days following a probe into compliance breaches. The regulator said the action is aimed at protecting investor interest until the matter is resolved.,regulatory,negative
N000800,2019-06-28,BSCCL,Bangladesh Submarine Cable Company,Telecom,bn,Bangladesh Submarine Cable Company দুর্নীতি তদন্তে দুদক থেকে অব্যাহতি,Bangladesh Submarine Cable Company দুর্নীতি তদন্তে দুদক থেকে অব্যাহতি,regulatory,positive
N001093,2019-09-27,MARICO,Marico Bangladesh Limited,Consumer,bn,Marico Bangladesh Limited নতুন পণ্যের জন্য কেন্দ্রীয় ব্যাংকের অনুমোদন পেয়েছে,Marico Bangladesh Limited নতুন পণ্যের জন্য কেন্দ্রীয় ব্যাংকের অনুমোদন পেয়েছে,regulatory,positive
N000674,2010-10-21,BEXPHARMA,BEXIMCO Pharmaceuticals,Pharma,bn,বিএসইসি নতুন প্রকাশনা নিয়ম জারি করেছে,বিএসইসি নতুন প্রকাশনা নিয়ম জারি করেছে,regulatory,neutral
N000551,2022-05-09,RENATA,Renata Limited,Pharma,en,Renata Limited CEO arrested in loan scam,The Renata Limited CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N001284,2014-03-14,BEXIMCO,BEXIMCO Limited,Conglomerate,bn,BEXIMCO Limited শেয়ারহোল্ডারদের জন্য 12% নগদ লভ্যাংশ ঘোষণা,BEXIMCO Limited শেয়ারহোল্ডারদের জন্য 12% নগদ লভ্যাংশ ঘোষণা,dividend,positive
N000263,2017-11-03,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,en,Islami Bank Bangladesh PLC swings to loss on weak demand,"Islami Bank Bangladesh PLC swung to a loss in Q4 as rising input costs and weaker demand eroded margins. Revenue fell 15% year-on-year and operating expenses climbed, prompting management to defer expansion plans and review costs.",earnings,negative
N000181,2020-10-22,DUTCHBANGL,Dutch-Bangla Bank PLC,Bank,en,"Dutch-Bangla Bank PLC holds AGM, discusses future investments","At its AGM, Dutch-Bangla Bank PLC discussed future investment plans and answered shareholder queries on capital allocation. Management said it is evaluating several options but no final decision has been taken yet.",expansion,neutral
N001009,2023-07-24,LAFARGECEM,LafargeHolcim Bangladesh,Cement,bn,LafargeHolcim Bangladesh বোর্ড আর্থিক বিবৃতি অনুমোদন করেছে,LafargeHolcim Bangladesh বোর্ড আর্থিক বিবৃতি অনুমোদন করেছে,earnings,neutral
N000749,2020-10-24,GP,Grameenphone Limited,Telecom,en,Grameenphone Limited to release Q1 results next week,"Grameenphone Limited is scheduled to release its Q1 financial results next week. The board has approved the financial statements for submission to the regulator and a press release will follow, the company secretary said.",earnings,neutral
N001210,2011-06-10,WALTONHIL,Walton Hi-Tech Industries,Electronics,en,Walton Hi-Tech Industries faces tax evasion charges,The Walton Hi-Tech Industries CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000365,2023-08-03,NCCBANK,National Credit & Commerce Bank,Bank,bn,National Credit & Commerce Bank দুটি কারখানা বন্ধ করেছে,National Credit & Commerce Bank দুটি কারখানা বন্ধ করেছে,expansion,negative
N001154,2011-09-16,BATBC,British American Tobacco Bangladesh,Tobacco,en,British American Tobacco Bangladesh announces special dividend on strong reserves,"The board of British American Tobacco Bangladesh has recommended a 35% cash dividend for shareholders for the just-ended financial year, citing strong reserves and steady cash flow. The record date has been set and approval will be sought at the upcoming AGM.",dividend,positive
N001230,2025-08-29,WALTONHIL,Walton Hi-Tech Industries,Electronics,en,Audit flags irregularities at Walton Hi-Tech Industries,"Walton Hi-Tech Industries swung to a loss in Q2 as rising input costs and weaker demand eroded margins. Revenue fell 10% year-on-year and operating expenses climbed, prompting management to defer expansion plans and review costs.",earnings,negative
N000059,2014-09-17,BRACBANK,BRAC Bank Limited,Bank,bn,ডিএসইএক্স 1000 ছাড়িয়েছে,ডিএসইএক্স 1000 ছাড়িয়েছে,macro,positive
N000985,2023-11-02,HEIDELBCEM,Heidelberg Cement Bangladesh,Cement,bn,Heidelberg Cement Bangladesh দুটি কারখানা বন্ধ করেছে,Heidelberg Cement Bangladesh দুটি কারখানা বন্ধ করেছে,expansion,negative
N000302,2022-11-23,MUTUALTRUST,Mutual Trust Bank Limited,Bank,en,Analysts upgrade Mutual Trust Bank Limited on strong earnings momentum,"Mutual Trust Bank Limited reported Q3 earnings that beat analyst estimates by 18%, driven by stronger-than-expected demand in the core bank segment. Management attributed the performance to improved margins and a 18% rise in revenue, and said it expects the momentum to continue next quarter.",earnings,positive
N000627,2012-11-14,ACI,ACI Limited,Pharma,bn,বৈশ্বিক বাজার পতনে ডিএসইএক্স পতন,বৈশ্বিক বাজার পতনে ডিএসইএক্স পতন,macro,negative
N000419,2017-01-20,PRIMEBANK,Prime Bank Limited,Bank,bn,Prime Bank Limited এর মুনাফা 10% বেড়েছে,Prime Bank Limited এর মুনাফা 10% বেড়েছে,earnings,positive
N000845,2026-01-09,ROBI,Robi Axiata Limited,Telecom,en,Robi Axiata Limited shares hit lower circuit on loan default rumours,The Robi Axiata Limited CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000740,2021-03-29,GP,Grameenphone Limited,Telecom,en,Grameenphone Limited cleared by ACC in corruption probe,Grameenphone Limited secured Bangladesh Bank approval to launch a new product in the telecom segment. The clearance comes after a year-long review process and the company plans a phased rollout beginning next month.,regulatory,positive
N001256,2024-09-27,BEXIMCO,BEXIMCO Limited,Conglomerate,en,Regulator probes BEXIMCO Limited for insider trading,The BEXIMCO Limited CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000563,2023-10-10,RENATA,Renata Limited,Pharma,bn,Renata Limited বিশেষ লভ্যাংশ ঘোষণা করেছে,Renata Limited বিশেষ লভ্যাংশ ঘোষণা করেছে,dividend,positive
N000723,2022-03-29,GP,Grameenphone Limited,Telecom,bn,Grameenphone Limited বার্ষিক সাধারণ সভা অনুষ্ঠিত,Grameenphone Limited বার্ষিক সাধারণ সভা অনুষ্ঠিত,expansion,neutral
N000086,2021-09-10,BRACBANK,BRAC Bank Limited,Bank,en,BRAC Bank Limited faces tax evasion charges,The BRAC Bank Limited CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000333,2024-09-13,MUTUALTRUST,Mutual Trust Bank Limited,Bank,en,BSEC issues new disclosure rules affecting Mutual Trust Bank Limited,BSEC has issued new disclosure rules that will affect how Mutual Trust Bank Limited reports quarterly results. The company said it is reviewing the guidelines and will ensure full compliance within the stipulated timeline.,regulatory,neutral
N000378,2010-07-06,NCCBANK,National Credit & Commerce Bank,Bank,bn,National Credit & Commerce Bank দুটি কারখানা বন্ধ করেছে,National Credit & Commerce Bank দুটি কারখানা বন্ধ করেছে,expansion,negative
N000979,2013-11-04,HEIDELBCEM,Heidelberg Cement Bangladesh,Cement,en,Heidelberg Cement Bangladesh misses revenue forecasts for third straight quarter,"Heidelberg Cement Bangladesh swung to a loss in Q2 as rising input costs and weaker demand eroded margins. Revenue fell 10% year-on-year and operating expenses climbed, prompting management to defer expansion plans and review costs.",earnings,negative
N001448,2014-07-31,CUSTOMERS,Customer's Care PLC,Services,en,Customer's Care PLC auditors resign over accounting concerns,The Customer's Care PLC CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000926,2018-11-02,SUMITPOWER,Summit Power International,Power,en,Bangladesh budget proposes new tax measures,"Bangladesh Bank kept its policy rate unchanged at 20% in its latest monetary policy statement. The central bank struck a balanced tone, citing both inflation risks and the need to support growth.",macro,neutral
N000665,2012-07-14,BEXPHARMA,BEXIMCO Pharmaceuticals,Pharma,bn,BEXIMCO Pharmaceuticals এর সিইও ঋণ জালিয়াতিতে গ্রেফতার,BEXIMCO Pharmaceuticals এর সিইও ঋণ জালিয়াতিতে গ্রেফতার,scandal,negative
N000002,2012-04-19,BANKASIA,Bank Asia Limited,Bank,en,Bangladesh budget proposes new tax measures,"Bangladesh Bank kept its policy rate unchanged at 28% in its latest monetary policy statement. The central bank struck a balanced tone, citing both inflation risks and the need to support growth.",macro,neutral
N000119,2016-03-15,DBBL,Dutch-Bangla Bank PLC,Bank,bn,বাংলাদেশ ব্যাংক নীতি সুদের হার 10% বজায় রেখেছে,বাংলাদেশ ব্যাংক নীতি সুদের হার 10% বজায় রেখেছে,macro,neutral
N001250,2023-11-24,WALTONHIL,Walton Hi-Tech Industries,Electronics,en,Regulator probes Walton Hi-Tech Industries for insider trading,The Walton Hi-Tech Industries CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000974,2012-04-24,HEIDELBCEM,Heidelberg Cement Bangladesh,Cement,en,BSEC issues new disclosure rules affecting Heidelberg Cement Bangladesh,BSEC has issued new disclosure rules that will affect how Heidelberg Cement Bangladesh reports quarterly results. The company said it is reviewing the guidelines and will ensure full compliance within the stipulated timeline.,regulatory,neutral
N001410,2020-09-02,CUSTOMERS,Customer's Care PLC,Services,bn,বাংলাদেশ ব্যাংক নীতি সুদের হার 20% বজায় রেখেছে,বাংলাদেশ ব্যাংক নীতি সুদের হার 20% বজায় রেখেছে,macro,neutral
N000658,2012-08-07,BEXPHARMA,BEXIMCO Pharmaceuticals,Pharma,bn,BEXIMCO Pharmaceuticals রেকর্ড মুনাফা ঘোষণা করেছে,BEXIMCO Pharmaceuticals রেকর্ড মুনাফা ঘোষণা করেছে,earnings,positive
N000053,2014-09-22,BRACBANK,BRAC Bank Limited,Bank,en,DSEX plunges on global market rout,DSEX plunged in tandem with regional markets as global risk-off sentiment triggered selling across emerging markets. Concerns over inflation at 25% and a weaker taka added to the pressure on Bangladeshi equities.,macro,negative
N000870,2016-10-25,POWERGRID,Power Grid Company of Bangladesh,Power,bn,Power Grid Company of Bangladesh রেকর্ড মুনাফা ঘোষণা করেছে,Power Grid Company of Bangladesh রেকর্ড মুনাফা ঘোষণা করেছে,earnings,positive
N000277,2013-12-05,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,bn,টাকা অবমূল্যায়নে কর্পোরেট মুনাফায় চাপ,টাকা অবমূল্যায়নে কর্পোরেট মুনাফায় চাপ,macro,negative
N000137,2021-01-28,DBBL,Dutch-Bangla Bank PLC,Bank,bn,Dutch-Bangla Bank PLC এর নিরীক্ষক হিসাববিজ্ঞান উদ্বেগে পদত্যাগ,Dutch-Bangla Bank PLC এর নিরীক্ষক হিসাববিজ্ঞান উদ্বেগে পদত্যাগ,scandal,negative
N000285,2017-03-16,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,en,Analysts upgrade Islami Bank Bangladesh PLC on strong earnings momentum,"Islami Bank Bangladesh PLC reported Q4 earnings that beat analyst estimates by 30%, driven by stronger-than-expected demand in the core bank segment. Management attributed the performance to improved margins and a 30% rise in revenue, and said it expects the momentum to continue next quarter.",earnings,positive
N000152,2020-08-04,DUTCHBANGL,Dutch-Bangla Bank PLC,Bank,en,Dutch-Bangla Bank PLC skips dividend amid cash crunch,"Dutch-Bangla Bank PLC will not declare a dividend this year, the board announced, citing a 15% decline in profitability and the need to preserve capital. Shareholders reacted cautiously and the stock slipped on the news.",dividend,negative
N000655,2011-09-07,BEXPHARMA,BEXIMCO Pharmaceuticals,Pharma,bn,বাংলাদেশ বাজেটে নতুন কর ব্যবস্থা,বাংলাদেশ বাজেটে নতুন কর ব্যবস্থা,macro,neutral
N001438,2013-02-03,CUSTOMERS,Customer's Care PLC,Services,bn,বাংলাদেশ ব্যাংক নীতি সুদের হার 10% বজায় রেখেছে,বাংলাদেশ ব্যাংক নীতি সুদের হার 10% বজায় রেখেছে,macro,neutral
N000299,2012-09-21,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,en,Islami Bank Bangladesh PLC declares 28% cash dividend for shareholders,"The board of Islami Bank Bangladesh PLC has recommended a 28% cash dividend for shareholders for the just-ended financial year, citing strong reserves and steady cash flow. The record date has been set and approval will be sought at the upcoming AGM.",dividend,positive
N001261,2010-02-03,BEXIMCO,BEXIMCO Limited,Conglomerate,bn,বিএসইসি নতুন প্রকাশনা নিয়ম জারি করেছে,বিএসইসি নতুন প্রকাশনা নিয়ম জারি করেছে,regulatory,neutral
N000942,2019-11-29,SUMITPOWER,Summit Power International,Power,bn,Summit Power International পরবর্তী সপ্তাহে Q1 ফলাফল প্রকাশ করবে,Summit Power International পরবর্তী সপ্তাহে Q1 ফলাফল প্রকাশ করবে,earnings,neutral
N001515,2020-03-20,DSEX,DSE Broad Index,Index,bn,প্রবাসী আয় 1 প্রান্তিকে 35% বেড়েছে,প্রবাসী আয় 1 প্রান্তিকে 35% বেড়েছে,macro,positive
N000230,2012-05-17,EBL,Eastern Bank PLC,Bank,en,Eastern Bank PLC cuts dividend by 18% to preserve capital,"Eastern Bank PLC will not declare a dividend this year, the board announced, citing a 10% decline in profitability and the need to preserve capital. Shareholders reacted cautiously and the stock slipped on the news.",dividend,negative
N000176,2016-06-02,DUTCHBANGL,Dutch-Bangla Bank PLC,Bank,bn,Dutch-Bangla Bank PLC লভ্যাংশের রেকর্ড তারিখ নির্ধারণ করেছে,Dutch-Bangla Bank PLC লভ্যাংশের রেকর্ড তারিখ নির্ধারণ করেছে,dividend,neutral
N000122,2025-08-23,DBBL,Dutch-Bangla Bank PLC,Bank,en,"Bangladesh inflation climbs to 12%, highest in 7 years",DSEX plunged in tandem with regional markets as global risk-off sentiment triggered selling across emerging markets. Concerns over inflation at 22% and a weaker taka added to the pressure on Bangladeshi equities.,macro,negative
N001433,2017-07-18,CUSTOMERS,Customer's Care PLC,Services,en,Court orders asset freeze on Customer's Care PLC directors,The Customer's Care PLC CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N001549,2022-12-02,DSEX,DSE Broad Index,Index,bn,DSE Broad Index দুর্নীতি তদন্তে দুদক থেকে অব্যাহতি,DSE Broad Index দুর্নীতি তদন্তে দুদক থেকে অব্যাহতি,regulatory,positive
N000726,2026-04-13,GP,Grameenphone Limited,Telecom,en,Grameenphone Limited commissions largest solar plant in South Asia,"Grameenphone Limited unveiled plans to invest Tk150 crore in a new telecom facility expected to create 3000 jobs. The project, financed through a mix of retained earnings and bank loans, is slated for commissioning within 18 months.",expansion,positive
N000304,2012-11-23,MUTUALTRUST,Mutual Trust Bank Limited,Bank,en,Mutual Trust Bank Limited CEO arrested in loan scam,The Mutual Trust Bank Limited CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N001058,2024-06-06,MARICO,Marico Bangladesh Limited,Consumer,en,Marico Bangladesh Limited shuts two plants on energy costs,"Marico Bangladesh Limited has deferred its Tk50 crore expansion plan, citing the current macroeconomic environment and rising financing costs. The company said it will revisit the project once conditions improve.",expansion,negative
N000311,2022-03-28,MUTUALTRUST,Mutual Trust Bank Limited,Bank,en,"Mutual Trust Bank Limited holds AGM, discusses future investments","At its AGM, Mutual Trust Bank Limited discussed future investment plans and answered shareholder queries on capital allocation. Management said it is evaluating several options but no final decision has been taken yet.",expansion,neutral
N000266,2016-06-08,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,en,Islami Bank Bangladesh PLC shares hit lower circuit on loan default rumours,The Islami Bank Bangladesh PLC CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000538,2014-08-28,SQURPHARMA,Square Pharmaceuticals PLC,Pharma,bn,আদালত Square Pharmaceuticals PLC পরিচালকদের সম্পদ জব্দ করেছে,আদালত Square Pharmaceuticals PLC পরিচালকদের সম্পদ জব্দ করেছে,scandal,negative
N000738,2014-10-09,GP,Grameenphone Limited,Telecom,bn,Grameenphone Limited বোর্ড আর্থিক বিবৃতি অনুমোদন করেছে,Grameenphone Limited বোর্ড আর্থিক বিবৃতি অনুমোদন করেছে,earnings,neutral
N001119,2013-09-24,UNILEVER,Unilever Consumer Care,Consumer,bn,Unilever Consumer Care দুর্নীতি তদন্তে দুদক থেকে অব্যাহতি,Unilever Consumer Care দুর্নীতি তদন্তে দুদক থেকে অব্যাহতি,regulatory,positive
N000914,2012-12-14,SUMITPOWER,Summit Power International,Power,en,Summit Power International sets record date for dividend,"Summit Power International has set the record date for entitlement to the recently declared dividend. Shareholders holding shares on the record date will be eligible for the payout, the company said in a regulatory filing.",dividend,neutral
N000467,2013-02-01,SIBL,Social Islami Bank Limited,Bank,en,Court orders asset freeze on Social Islami Bank Limited directors,The Social Islami Bank Limited CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000893,2015-12-22,POWERGRID,Power Grid Company of Bangladesh,Power,en,Power Grid Company of Bangladesh shares hit lower circuit on loan default rumours,The Power Grid Company of Bangladesh CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000932,2025-08-12,SUMITPOWER,Summit Power International,Power,en,Summit Power International cleared by ACC in corruption probe,Summit Power International secured Bangladesh Bank approval to launch a new product in the power segment. The clearance comes after a year-long review process and the company plans a phased rollout beginning next month.,regulatory,positive
N000010,2015-03-23,BANKASIA,Bank Asia Limited,Bank,bn,Bank Asia Limited তৃতীয় প্রান্তিকে লক্ষ্যমাত্রা অর্জন করতে পারেনি,Bank Asia Limited তৃতীয় প্রান্তিকে লক্ষ্যমাত্রা অর্জন করতে পারেনি,earnings,negative
N000908,2025-05-07,SUMITPOWER,Summit Power International,Power,bn,Summit Power International দুটি কারখানা বন্ধ করেছে,Summit Power International দুটি কারখানা বন্ধ করেছে,expansion,negative
N000607,2021-10-04,ACI,ACI Limited,Pharma,bn,ACI Limited নতুন পণ্যের জন্য কেন্দ্রীয় ব্যাংকের অনুমোদন পেয়েছে,ACI Limited নতুন পণ্যের জন্য কেন্দ্রীয় ব্যাংকের অনুমোদন পেয়েছে,regulatory,positive
N000224,2014-09-26,EBL,Eastern Bank PLC,Bank,en,Eastern Bank PLC shuts two plants on energy costs,"Eastern Bank PLC has deferred its Tk500 crore expansion plan, citing the current macroeconomic environment and rising financing costs. The company said it will revisit the project once conditions improve.",expansion,negative
N001220,2014-11-21,WALTONHIL,Walton Hi-Tech Industries,Electronics,bn,Walton Hi-Tech Industries শেয়ারহোল্ডারদের জন্য 12% নগদ লভ্যাংশ ঘোষণা,Walton Hi-Tech Industries শেয়ারহোল্ডারদের জন্য 12% নগদ লভ্যাংশ ঘোষণা,dividend,positive
N000164,2020-12-11,DUTCHBANGL,Dutch-Bangla Bank PLC,Bank,bn,Dutch-Bangla Bank PLC নতুন পণ্যের জন্য কেন্দ্রীয় ব্যাংকের অনুমোদন পেয়েছে,Dutch-Bangla Bank PLC নতুন পণ্যের জন্য কেন্দ্রীয় ব্যাংকের অনুমোদন পেয়েছে,regulatory,positive
N000004,2026-01-22,BANKASIA,Bank Asia Limited,Bank,en,Bangladesh Bank holds policy rate at 12%,"Bangladesh Bank kept its policy rate unchanged at 18% in its latest monetary policy statement. The central bank struck a balanced tone, citing both inflation risks and the need to support growth.",macro,neutral
N000189,2025-01-14,DUTCHBANGL,Dutch-Bangla Bank PLC,Bank,bn,বাংলাদেশ ব্যাংক নীতি সুদের হার 40% বজায় রেখেছে,বাংলাদেশ ব্যাংক নীতি সুদের হার 40% বজায় রেখেছে,macro,neutral
N001059,2011-04-05,MARICO,Marico Bangladesh Limited,Consumer,en,"Marico Bangladesh Limited holds AGM, discusses future investments","At its AGM, Marico Bangladesh Limited discussed future investment plans and answered shareholder queries on capital allocation. Management said it is evaluating several options but no final decision has been taken yet.",expansion,neutral
N000279,2014-06-23,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,bn,Islami Bank Bangladesh PLC তৃতীয় প্রান্তিকে লক্ষ্যমাত্রা অর্জন করতে পারেনি,Islami Bank Bangladesh PLC তৃতীয় প্রান্তিকে লক্ষ্যমাত্রা অর্জন করতে পারেনি,earnings,negative
N001007,2019-04-30,LAFARGECEM,LafargeHolcim Bangladesh,Cement,en,LafargeHolcim Bangladesh auditors resign over accounting concerns,The LafargeHolcim Bangladesh CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000411,2021-10-22,PRIMEBANK,Prime Bank Limited,Bank,en,Prime Bank Limited shuts two plants on energy costs,"Prime Bank Limited has deferred its Tk50 crore expansion plan, citing the current macroeconomic environment and rising financing costs. The company said it will revisit the project once conditions improve.",expansion,negative
N001531,2010-03-01,DSEX,DSE Broad Index,Index,bn,আদালত DSE Broad Index পরিচালকদের সম্পদ জব্দ করেছে,আদালত DSE Broad Index পরিচালকদের সম্পদ জব্দ করেছে,scandal,negative
N000799,2021-06-18,BSCCL,Bangladesh Submarine Cable Company,Telecom,en,Bangladesh Submarine Cable Company sets record date for dividend,"Bangladesh Submarine Cable Company has set the record date for entitlement to the recently declared dividend. Shareholders holding shares on the record date will be eligible for the payout, the company said in a regulatory filing.",dividend,neutral
N001066,2025-05-06,MARICO,Marico Bangladesh Limited,Consumer,bn,বিএসইসি নতুন প্রকাশনা নিয়ম জারি করেছে,বিএসইসি নতুন প্রকাশনা নিয়ম জারি করেছে,regulatory,neutral
N001126,2016-07-02,UNILEVER,Unilever Consumer Care,Consumer,en,BSEC issues new disclosure rules affecting Unilever Consumer Care,BSEC has issued new disclosure rules that will affect how Unilever Consumer Care reports quarterly results. The company said it is reviewing the guidelines and will ensure full compliance within the stipulated timeline.,regulatory,neutral
